"invoice_id","branch","city","category","unit_price","quantity","date","time","payment_method","rating","profit_margin","total_price","shift","day_name","unit_price_diff_from_cat_avg"
"3892","WALM076","Huntsville","Fashion accessories","79","1","2021-10-14","20:57:00","Ewallet","9","0.33","79","Evening","Thursday","28.88"
"3893","WALM006","El Paso","Home and lifestyle","43","3","2020-11-28","19:53:00","Ewallet","4","0.48","129","Evening","Saturday","-7.44"
"3894","WALM076","Huntsville","Fashion accessories","28","1","2023-09-24","18:40:00","Ewallet","8","0.33","28","Evening","Sunday","-22.12"
"3895","WALM023","Midland","Home and lifestyle","70","3","2022-10-17","18:18:00","Ewallet","7","0.48","210","Evening","Monday","19.56"
"3896","WALM057","Euless","Fashion accessories","74","2","2022-10-04","16:34:00","Ewallet","8","0.33","148","Afternoon","Tuesday","23.88"
"3897","WALM079","La Porte","Home and lifestyle","60","3","2022-12-22","19:07:00","Ewallet","4","0.33","180","Evening","Thursday","9.56"
"3898","WALM097","Alice","Fashion accessories","45","1","2022-12-23","18:09:00","Ewallet","5","0.18","45","Evening","Friday","-5.12"
"3899","WALM001","Houston","Home and lifestyle","70","2","2022-08-18","19:17:00","Ewallet","7","0.36","140","Evening","Thursday","19.56"
"3900","WALM081","Friendswood","Fashion accessories","23","2","2023-11-14","18:49:00","Ewallet","4","0.33","46","Evening","Tuesday","-27.12"
"3901","WALM064","Bedford","Home and lifestyle","60","3","2023-08-23","17:39:00","Ewallet","6","0.33","180","Evening","Wednesday","9.56"
"3902","WALM047","Flower Mound","Fashion accessories","50","3","2021-08-30","20:40:00","Ewallet","5","0.48","150","Evening","Monday","-0.12"
"3903","WALM036","Allen","Home and lifestyle","20","1","2021-11-19","20:51:00","Ewallet","5","0.48","20","Evening","Friday","-30.44"
"3904","WALM059","Pflugerville","Fashion accessories","22","2","2020-08-30","16:05:00","Ewallet","5","0.33","44","Afternoon","Sunday","-28.12"
"3905","WALM048","Harlingen","Home and lifestyle","81","3","2020-10-18","18:52:00","Ewallet","9","0.48","243","Evening","Sunday","30.56"
"3906","WALM100","Canyon","Fashion accessories","52","1","2020-11-08","19:59:00","Ewallet","8","0.18","52","Evening","Sunday","1.88"
"3907","WALM007","Arlington","Home and lifestyle","46","3","2023-12-02","17:04:00","Ewallet","6","0.48","138","Evening","Saturday","-4.44"
"3908","WALM040","Edinburg","Fashion accessories","65","1","2021-09-14","16:57:00","Ewallet","6","0.48","65","Afternoon","Tuesday","14.88"
"3909","WALM039","Longview","Home and lifestyle","63","2","2021-08-01","16:24:00","Ewallet","4","0.48","126","Afternoon","Sunday","12.56"
"3910","WALM060","DeSoto","Fashion accessories","19","3","2022-11-12","15:08:00","Ewallet","9","0.33","57","Afternoon","Saturday","-31.12"
"3911","WALM031","Lewisville","Home and lifestyle","58","3","2023-12-23","20:23:00","Ewallet","7","0.48","174","Evening","Saturday","7.56"
"3912","WALM028","Odessa","Fashion accessories","79","3","2020-10-23","16:15:00","Ewallet","9","0.48","237","Afternoon","Friday","28.88"
"3913","WALM071","Lufkin","Home and lifestyle","39","1","2021-11-21","20:52:00","Ewallet","5","0.33","39","Evening","Sunday","-11.44"
"3914","WALM048","Harlingen","Fashion accessories","15","2","2022-08-23","15:27:00","Ewallet","9","0.48","30","Afternoon","Tuesday","-35.12"
"3915","WALM021","McAllen","Home and lifestyle","51","2","2021-11-16","18:49:00","Ewallet","5","0.48","102","Evening","Tuesday","0.56"
"3916","WALM033","Pearland","Fashion accessories","79","2","2021-11-10","16:13:00","Ewallet","8","0.48","158","Afternoon","Wednesday","28.88"
"3917","WALM068","Burleson","Home and lifestyle","31","1","2021-10-13","16:16:00","Ewallet","5","0.33","31","Afternoon","Wednesday","-19.44"
"3918","WALM061","Cedar Park","Fashion accessories","35","3","2023-10-13","15:42:00","Ewallet","8","0.33","105","Afternoon","Friday","-15.12"
"3919","WALM080","Nacogdoches","Home and lifestyle","71","2","2023-10-31","18:06:00","Ewallet","4","0.33","142","Evening","Tuesday","20.56"
"3920","WALM043","Baytown","Fashion accessories","55","1","2021-10-02","19:19:00","Ewallet","6","0.48","55","Evening","Saturday","4.88"
"3921","WALM043","Baytown","Home and lifestyle","74","3","2022-11-23","20:51:00","Ewallet","8","0.48","222","Evening","Wednesday","23.56"
"3922","WALM031","Lewisville","Fashion accessories","59","1","2023-10-16","15:32:00","Ewallet","9","0.48","59","Afternoon","Monday","8.88"
"3923","WALM078","Del Rio","Home and lifestyle","62","1","2021-11-23","17:36:00","Ewallet","6","0.33","62","Evening","Tuesday","11.56"
"3924","WALM039","Longview","Fashion accessories","48","2","2022-08-22","20:24:00","Ewallet","6","0.48","96","Evening","Monday","-2.12"
"3925","WALM080","Nacogdoches","Home and lifestyle","65","3","2023-10-30","20:55:00","Ewallet","4","0.33","195","Evening","Monday","14.56"
"3926","WALM027","Abilene","Fashion accessories","60","1","2021-09-05","18:34:00","Ewallet","8","0.48","60","Evening","Sunday","9.88"
"3927","WALM095","Big Spring","Home and lifestyle","65","1","2023-10-12","20:49:00","Ewallet","6","0.33","65","Evening","Thursday","14.56"
"3928","WALM044","Pharr","Fashion accessories","56","3","2023-08-05","20:00:00","Ewallet","7","0.48","168","Evening","Saturday","5.88"
"3929","WALM060","DeSoto","Home and lifestyle","77","1","2020-12-15","18:15:00","Ewallet","5","0.33","77","Evening","Tuesday","26.56"
"3930","WALM006","El Paso","Fashion accessories","41","1","2020-11-13","19:18:00","Ewallet","9","0.48","41","Evening","Friday","-9.12"
"3931","WALM091","Little Elm","Home and lifestyle","48","1","2021-10-29","19:59:00","Ewallet","5","0.33","48","Evening","Friday","-2.44"
"3932","WALM041","Mission","Fashion accessories","65","2","2023-08-25","18:28:00","Ewallet","6","0.48","130","Evening","Friday","14.88"
"3933","WALM098","Mineral Wells","Home and lifestyle","37","3","2023-10-30","19:58:00","Ewallet","6","0.18","111","Evening","Monday","-13.44"
"3934","WALM059","Pflugerville","Fashion accessories","29","1","2021-09-27","18:20:00","Ewallet","7","0.33","29","Evening","Monday","-21.12"
"3935","WALM052","Mansfield","Home and lifestyle","50","1","2021-08-12","15:08:00","Ewallet","5","0.57","50","Afternoon","Thursday","-0.44"
"3936","WALM008","Corpus Christi","Fashion accessories","51","2","2020-11-24","18:38:00","Ewallet","9","0.48","102","Evening","Tuesday","0.88"
"3937","WALM091","Little Elm","Home and lifestyle","42","1","2022-09-22","19:55:00","Ewallet","4","0.33","42","Evening","Thursday","-8.44"
"3938","WALM085","Kerrville","Fashion accessories","51","3","2022-08-03","17:43:00","Ewallet","8","0.33","153","Evening","Wednesday","0.88"
"3939","WALM094","Alamo","Home and lifestyle","59","1","2020-11-30","20:47:00","Ewallet","8","0.33","59","Evening","Monday","8.56"
"3940","WALM052","Mansfield","Fashion accessories","73","2","2023-11-23","20:25:00","Ewallet","9","0.57","146","Evening","Thursday","22.88"
"3941","WALM039","Longview","Home and lifestyle","81","2","2021-10-11","20:36:00","Ewallet","6","0.48","162","Evening","Monday","30.56"
"3942","WALM028","Odessa","Fashion accessories","66","3","2023-09-16","16:40:00","Ewallet","6","0.48","198","Afternoon","Saturday","15.88"
"3943","WALM093","Angleton","Home and lifestyle","63","1","2021-10-30","20:28:00","Ewallet","6","0.33","63","Evening","Saturday","12.56"
"3944","WALM092","Lake Jackson","Fashion accessories","22","3","2020-12-10","15:54:00","Ewallet","8","0.33","66","Afternoon","Thursday","-28.12"
"3945","WALM070","Hurst","Home and lifestyle","31","3","2023-09-17","19:40:00","Ewallet","8","0.33","93","Evening","Sunday","-19.44"
"3946","WALM064","Bedford","Fashion accessories","17","3","2022-12-24","21:00:00","Ewallet","6","0.33","51","Evening","Saturday","-33.12"
"3947","WALM047","Flower Mound","Home and lifestyle","19","1","2020-12-26","15:32:00","Ewallet","7","0.48","19","Afternoon","Saturday","-31.44"
"3948","WALM098","Mineral Wells","Fashion accessories","76","2","2020-10-29","20:15:00","Ewallet","7","0.18","152","Evening","Thursday","25.88"
"3949","WALM078","Del Rio","Home and lifestyle","82","2","2023-08-10","21:00:00","Ewallet","7","0.33","164","Evening","Thursday","31.56"
"3950","WALM014","Amarillo","Fashion accessories","24","1","2020-12-29","16:54:00","Ewallet","7","0.48","24","Afternoon","Tuesday","-26.12"
"3951","WALM007","Arlington","Home and lifestyle","16","3","2022-08-03","18:22:00","Ewallet","7","0.48","48","Evening","Wednesday","-34.44"
"3952","WALM088","Cleburne","Fashion accessories","57","1","2021-10-25","18:28:00","Ewallet","5","0.33","57","Evening","Monday","6.88"
"3953","WALM001","Houston","Home and lifestyle","77","3","2023-12-20","19:08:00","Ewallet","5","0.36","231","Evening","Wednesday","26.56"
"3954","WALM039","Longview","Fashion accessories","38","3","2020-09-13","19:50:00","Ewallet","5","0.48","114","Evening","Sunday","-12.12"
"3955","WALM013","Irving","Home and lifestyle","39","2","2022-08-22","18:46:00","Ewallet","6","0.48","78","Evening","Monday","-11.44"
"3956","WALM077","Coppell","Fashion accessories","66","3","2020-09-08","15:54:00","Ewallet","4","0.33","198","Afternoon","Tuesday","15.88"
"3957","WALM016","Brownsville","Home and lifestyle","21","2","2022-09-05","20:18:00","Ewallet","9","0.48","42","Evening","Monday","-29.44"
"3958","WALM098","Mineral Wells","Fashion accessories","38","1","2023-10-20","20:57:00","Ewallet","9","0.18","38","Evening","Friday","-12.12"
"3959","WALM098","Mineral Wells","Home and lifestyle","59","3","2022-08-04","20:45:00","Ewallet","5","0.18","177","Evening","Thursday","8.56"
"3960","WALM010","Laredo","Fashion accessories","61","1","2021-10-24","19:10:00","Ewallet","9","0.48","61","Evening","Sunday","10.88"
"3961","WALM097","Alice","Home and lifestyle","46","2","2020-08-15","18:40:00","Ewallet","7","0.18","92","Evening","Saturday","-4.44"
"3962","WALM092","Lake Jackson","Fashion accessories","76","2","2021-09-22","15:54:00","Ewallet","4","0.33","152","Afternoon","Wednesday","25.88"
"3963","WALM018","Frisco","Home and lifestyle","63","3","2023-10-20","19:44:00","Ewallet","9","0.48","189","Evening","Friday","12.56"
"3964","WALM020","Killeen","Fashion accessories","16","3","2021-08-02","17:19:00","Ewallet","9","0.48","48","Evening","Monday","-34.12"
"3965","WALM007","Arlington","Home and lifestyle","67","1","2021-11-05","16:53:00","Ewallet","4","0.48","67","Afternoon","Friday","16.56"
"3966","WALM036","Allen","Fashion accessories","27","3","2021-09-29","16:03:00","Ewallet","7","0.48","81","Afternoon","Wednesday","-23.12"
"3967","WALM063","Georgetown","Home and lifestyle","21","1","2023-10-05","18:09:00","Ewallet","4","0.33","21","Evening","Thursday","-29.44"
"3968","WALM013","Irving","Fashion accessories","20","3","2020-12-29","16:43:00","Ewallet","7","0.48","60","Afternoon","Tuesday","-30.12"
"3969","WALM091","Little Elm","Home and lifestyle","59","2","2023-08-08","16:20:00","Ewallet","5","0.33","118","Afternoon","Tuesday","8.56"
"3970","WALM051","New Braunfels","Fashion accessories","76","3","2020-10-04","19:33:00","Ewallet","8","0.57","228","Evening","Sunday","25.88"
"3971","WALM052","Mansfield","Home and lifestyle","27","3","2020-10-01","17:28:00","Ewallet","8","0.57","81","Evening","Thursday","-23.44"
"3972","WALM097","Alice","Fashion accessories","31","3","2023-12-23","19:07:00","Ewallet","4","0.18","93","Evening","Saturday","-19.12"
"3973","WALM081","Friendswood","Home and lifestyle","19","1","2021-10-27","16:05:00","Ewallet","5","0.33","19","Afternoon","Wednesday","-31.44"
"4165","WALM070","Hurst","Home and lifestyle","47","2","2021-12-20","17:33:00","Ewallet","5","0.33","94","Evening","Monday","-3.44"
"3974","WALM096","Eagle Pass","Fashion accessories","66","2","2020-09-22","16:16:00","Ewallet","5","0.18","132","Afternoon","Tuesday","15.88"
"3975","WALM016","Brownsville","Home and lifestyle","32","2","2023-10-17","19:04:00","Ewallet","8","0.48","64","Evening","Tuesday","-18.44"
"3976","WALM062","Galveston","Fashion accessories","20","3","2022-12-25","17:07:00","Ewallet","9","0.33","60","Evening","Sunday","-30.12"
"3977","WALM001","Houston","Home and lifestyle","69","3","2023-09-28","17:33:00","Ewallet","4","0.36","207","Evening","Thursday","18.56"
"3978","WALM067","Haltom City","Fashion accessories","53","2","2023-09-29","20:06:00","Ewallet","8","0.33","106","Evening","Friday","2.88"
"3979","WALM097","Alice","Home and lifestyle","39","1","2022-10-27","19:37:00","Ewallet","4","0.18","39","Evening","Thursday","-11.44"
"3980","WALM100","Canyon","Fashion accessories","39","1","2020-09-23","20:51:00","Ewallet","6","0.18","39","Evening","Wednesday","-11.12"
"3981","WALM002","Dallas","Home and lifestyle","63","3","2020-10-14","20:16:00","Ewallet","6","0.36","189","Evening","Wednesday","12.56"
"3982","WALM083","Farmers Branch","Fashion accessories","74","2","2023-09-11","15:13:00","Ewallet","6","0.33","148","Afternoon","Monday","23.88"
"3983","WALM043","Baytown","Home and lifestyle","54","1","2022-11-06","19:34:00","Ewallet","5","0.48","54","Evening","Sunday","3.56"
"3984","WALM061","Cedar Park","Fashion accessories","24","1","2020-08-25","19:30:00","Ewallet","6","0.33","24","Evening","Tuesday","-26.12"
"3985","WALM051","New Braunfels","Home and lifestyle","73","2","2020-12-05","18:33:00","Ewallet","6","0.48","146","Evening","Saturday","22.56"
"3986","WALM052","Mansfield","Fashion accessories","72","1","2022-12-29","15:28:00","Ewallet","6","0.57","72","Afternoon","Thursday","21.88"
"3987","WALM024","Carrollton","Home and lifestyle","54","3","2023-08-11","19:25:00","Ewallet","4","0.48","162","Evening","Friday","3.56"
"3988","WALM076","Huntsville","Fashion accessories","16","3","2022-09-17","16:56:00","Ewallet","9","0.33","48","Afternoon","Saturday","-34.12"
"3989","WALM088","Cleburne","Home and lifestyle","29","2","2022-12-25","15:42:00","Ewallet","9","0.33","58","Afternoon","Sunday","-21.44"
"3990","WALM062","Galveston","Fashion accessories","72","3","2022-09-06","15:03:00","Ewallet","5","0.33","216","Afternoon","Tuesday","21.88"
"3991","WALM094","Alamo","Home and lifestyle","69","1","2023-11-18","16:42:00","Ewallet","7","0.33","69","Afternoon","Saturday","18.56"
"3992","WALM048","Harlingen","Fashion accessories","51","2","2022-12-19","20:48:00","Ewallet","8","0.48","102","Evening","Monday","0.88"
"3993","WALM011","Lubbock","Home and lifestyle","22","1","2023-12-06","17:49:00","Ewallet","5","0.48","22","Evening","Wednesday","-28.44"
"3994","WALM085","Kerrville","Fashion accessories","69","3","2021-09-06","19:43:00","Ewallet","6","0.33","207","Evening","Monday","18.88"
"3995","WALM034","College Station","Home and lifestyle","58","3","2022-10-20","16:03:00","Ewallet","7","0.48","174","Afternoon","Thursday","7.56"
"3996","WALM015","Grand Prairie","Fashion accessories","23","2","2021-11-28","20:43:00","Ewallet","6","0.48","46","Evening","Sunday","-27.12"
"3997","WALM004","Austin","Home and lifestyle","69","2","2023-08-04","18:29:00","Ewallet","9","0.48","138","Evening","Friday","18.56"
"3998","WALM100","Canyon","Fashion accessories","45","1","2020-10-20","17:29:00","Ewallet","5","0.18","45","Evening","Tuesday","-5.12"
"3999","WALM027","Abilene","Home and lifestyle","20","2","2020-11-22","18:38:00","Ewallet","4","0.48","40","Evening","Sunday","-30.44"
"4000","WALM096","Eagle Pass","Fashion accessories","42","1","2021-10-27","17:06:00","Ewallet","7","0.18","42","Evening","Wednesday","-8.12"
"4001","WALM009","Plano","Home and lifestyle","55","1","2021-08-29","20:58:00","Ewallet","7","0.48","55","Evening","Sunday","4.56"
"4002","WALM064","Bedford","Fashion accessories","17","1","2023-11-09","20:49:00","Ewallet","4","0.33","17","Evening","Thursday","-33.12"
"4003","WALM028","Odessa","Home and lifestyle","17","2","2020-08-14","18:22:00","Ewallet","6","0.48","34","Evening","Friday","-33.44"
"4004","WALM066","Grapevine","Fashion accessories","69","2","2023-12-31","16:33:00","Ewallet","8","0.33","138","Afternoon","Sunday","18.88"
"4005","WALM077","Coppell","Home and lifestyle","49","2","2021-08-12","19:38:00","Ewallet","8","0.33","98","Evening","Thursday","-1.44"
"4006","WALM058","Port Arthur","Fashion accessories","67","3","2020-11-30","17:53:00","Ewallet","4","0.33","201","Evening","Monday","16.88"
"4007","WALM071","Lufkin","Home and lifestyle","21","3","2023-09-28","16:39:00","Ewallet","4","0.33","63","Afternoon","Thursday","-29.44"
"4008","WALM026","Denton","Fashion accessories","23","1","2022-08-16","17:25:00","Ewallet","9","0.48","23","Evening","Tuesday","-27.12"
"4009","WALM100","Canyon","Home and lifestyle","51","3","2021-11-21","17:05:00","Ewallet","6","0.18","153","Evening","Sunday","0.56"
"4010","WALM008","Corpus Christi","Fashion accessories","68","1","2022-12-29","19:57:00","Ewallet","4","0.48","68","Evening","Thursday","17.88"
"4011","WALM026","Denton","Home and lifestyle","45","2","2023-10-10","19:41:00","Ewallet","4","0.48","90","Evening","Tuesday","-5.44"
"4012","WALM094","Alamo","Fashion accessories","81","2","2021-11-09","16:19:00","Ewallet","6","0.33","162","Afternoon","Tuesday","30.88"
"4013","WALM039","Longview","Home and lifestyle","45","3","2021-09-15","16:04:00","Ewallet","4","0.48","135","Afternoon","Wednesday","-5.44"
"4014","WALM024","Carrollton","Fashion accessories","43","3","2021-09-20","20:12:00","Ewallet","7","0.48","129","Evening","Monday","-7.12"
"4015","WALM039","Longview","Home and lifestyle","18","1","2022-10-01","17:43:00","Ewallet","7","0.48","18","Evening","Saturday","-32.44"
"4016","WALM045","Missouri City","Fashion accessories","54","3","2023-11-01","15:33:00","Credit card","4","0.48","162","Afternoon","Wednesday","3.88"
"4017","WALM027","Abilene","Home and lifestyle","56","3","2023-08-27","19:25:00","Ewallet","5","0.48","168","Evening","Sunday","5.56"
"4018","WALM061","Cedar Park","Fashion accessories","44","1","2021-11-20","19:55:00","Ewallet","7","0.33","44","Evening","Saturday","-6.12"
"4019","WALM008","Corpus Christi","Home and lifestyle","66","2","2020-11-03","15:29:00","Ewallet","7","0.48","132","Afternoon","Tuesday","15.56"
"4020","WALM076","Huntsville","Fashion accessories","22","3","2022-11-09","16:20:00","Ewallet","6","0.33","66","Afternoon","Wednesday","-28.12"
"4021","WALM052","Mansfield","Home and lifestyle","72","1","2021-09-22","15:40:00","Ewallet","7","0.57","72","Afternoon","Wednesday","21.56"
"4022","WALM023","Midland","Fashion accessories","50","1","2021-10-06","19:28:00","Ewallet","6","0.48","50","Evening","Wednesday","-0.12"
"4023","WALM097","Alice","Home and lifestyle","68","1","2020-09-10","17:52:00","Ewallet","7","0.18","68","Evening","Thursday","17.56"
"4024","WALM006","El Paso","Fashion accessories","19","1","2021-12-27","15:30:00","Ewallet","9","0.48","19","Afternoon","Monday","-31.12"
"4025","WALM088","Cleburne","Home and lifestyle","71","1","2020-12-23","15:31:00","Ewallet","9","0.33","71","Afternoon","Wednesday","20.56"
"4026","WALM051","New Braunfels","Fashion accessories","19","3","2021-10-18","20:33:00","Ewallet","5","0.57","57","Evening","Monday","-31.12"
"4027","WALM034","College Station","Home and lifestyle","38","1","2020-12-19","20:27:00","Ewallet","5","0.48","38","Evening","Saturday","-12.44"
"4028","WALM083","Farmers Branch","Fashion accessories","16","3","2022-09-30","17:29:00","Ewallet","6","0.33","48","Evening","Friday","-34.12"
"4029","WALM064","Bedford","Home and lifestyle","25","3","2021-08-27","17:40:00","Ewallet","5","0.33","75","Evening","Friday","-25.44"
"4030","WALM077","Coppell","Fashion accessories","33","1","2022-09-19","16:51:00","Ewallet","7","0.33","33","Afternoon","Monday","-17.12"
"4031","WALM030","Richardson","Home and lifestyle","41","2","2021-12-28","15:56:00","Ewallet","5","0.48","82","Afternoon","Tuesday","-9.44"
"4032","WALM031","Lewisville","Fashion accessories","41","2","2022-11-19","16:32:00","Ewallet","8","0.48","82","Afternoon","Saturday","-9.12"
"4033","WALM039","Longview","Home and lifestyle","63","2","2020-08-06","16:00:00","Ewallet","4","0.48","126","Afternoon","Thursday","12.56"
"4034","WALM026","Denton","Fashion accessories","77","1","2023-09-16","16:35:00","Ewallet","7","0.48","77","Afternoon","Saturday","26.88"
"4035","WALM062","Galveston","Home and lifestyle","64","2","2020-11-20","20:57:00","Ewallet","9","0.33","128","Evening","Friday","13.56"
"4036","WALM007","Arlington","Fashion accessories","84","2","2021-09-09","18:53:00","Ewallet","9","0.48","168","Evening","Thursday","33.88"
"4037","WALM002","Dallas","Home and lifestyle","30","2","2023-12-23","19:13:00","Ewallet","4","0.36","60","Evening","Saturday","-20.44"
"4038","WALM095","Big Spring","Fashion accessories","44","3","2020-11-19","19:41:00","Ewallet","4","0.33","132","Evening","Thursday","-6.12"
"4039","WALM022","Mesquite","Home and lifestyle","59","3","2023-09-07","18:45:00","Ewallet","8","0.48","177","Evening","Thursday","8.56"
"4040","WALM085","Kerrville","Fashion accessories","39","1","2023-09-03","18:22:00","Ewallet","9","0.33","39","Evening","Sunday","-11.12"
"4041","WALM007","Arlington","Home and lifestyle","24","2","2022-12-18","18:08:00","Ewallet","8","0.48","48","Evening","Sunday","-26.44"
"4042","WALM037","League City","Fashion accessories","74","3","2022-08-01","16:52:00","Ewallet","8","0.48","222","Afternoon","Monday","23.88"
"4043","WALM036","Allen","Home and lifestyle","61","2","2020-11-05","17:35:00","Ewallet","8","0.48","122","Evening","Thursday","10.56"
"4044","WALM024","Carrollton","Fashion accessories","40","2","2022-10-01","17:39:00","Ewallet","9","0.48","80","Evening","Saturday","-10.12"
"4045","WALM093","Angleton","Home and lifestyle","73","3","2022-10-13","15:52:00","Ewallet","9","0.33","219","Afternoon","Thursday","22.56"
"4046","WALM090","Brownwood","Fashion accessories","79","3","2020-08-27","16:23:00","Ewallet","7","0.33","237","Afternoon","Thursday","28.88"
"4047","WALM017","McKinney","Home and lifestyle","75","1","2022-08-01","15:13:00","Ewallet","4","0.48","75","Afternoon","Monday","24.56"
"4048","WALM015","Grand Prairie","Fashion accessories","57","2","2021-09-24","19:04:00","Ewallet","5","0.48","114","Evening","Friday","6.88"
"4049","WALM030","Richardson","Home and lifestyle","25","2","2020-10-06","17:40:00","Ewallet","4","0.48","50","Evening","Tuesday","-25.44"
"4050","WALM072","Lancaster","Fashion accessories","80","3","2023-12-23","15:02:00","Ewallet","7","0.33","240","Afternoon","Saturday","29.88"
"4051","WALM069","Rockwall","Home and lifestyle","24","1","2023-09-16","17:27:00","Ewallet","6","0.33","24","Evening","Saturday","-26.44"
"4052","WALM012","Garland","Fashion accessories","28","1","2020-09-13","20:04:00","Ewallet","9","0.48","28","Evening","Sunday","-22.12"
"4053","WALM052","Mansfield","Home and lifestyle","79","2","2020-12-01","18:16:00","Ewallet","9","0.57","158","Evening","Tuesday","28.56"
"4054","WALM080","Nacogdoches","Fashion accessories","15","2","2020-08-31","17:29:00","Ewallet","6","0.33","30","Evening","Monday","-35.12"
"4055","WALM017","McKinney","Home and lifestyle","24","3","2022-08-27","16:34:00","Ewallet","4","0.48","72","Afternoon","Saturday","-26.44"
"4056","WALM036","Allen","Fashion accessories","68","2","2021-11-25","20:13:00","Ewallet","6","0.48","136","Evening","Thursday","17.88"
"4057","WALM088","Cleburne","Home and lifestyle","68","2","2023-09-25","19:47:00","Ewallet","8","0.33","136","Evening","Monday","17.56"
"4058","WALM036","Allen","Fashion accessories","67","1","2021-09-05","17:56:00","Ewallet","7","0.48","67","Evening","Sunday","16.88"
"4059","WALM062","Galveston","Home and lifestyle","35","3","2021-11-19","15:43:00","Ewallet","4","0.33","105","Afternoon","Friday","-15.44"
"4060","WALM085","Kerrville","Fashion accessories","23","1","2020-12-01","20:01:00","Ewallet","8","0.33","23","Evening","Tuesday","-27.12"
"4061","WALM077","Coppell","Home and lifestyle","70","3","2022-10-06","17:39:00","Ewallet","9","0.33","210","Evening","Thursday","19.56"
"4062","WALM011","Lubbock","Fashion accessories","20","1","2022-10-17","18:41:00","Ewallet","8","0.48","20","Evening","Monday","-30.12"
"4063","WALM068","Burleson","Home and lifestyle","29","1","2020-10-22","19:43:00","Ewallet","6","0.33","29","Evening","Thursday","-21.44"
"4064","WALM093","Angleton","Fashion accessories","44","2","2020-09-11","15:03:00","Ewallet","6","0.33","88","Afternoon","Friday","-6.12"
"4065","WALM041","Mission","Home and lifestyle","24","1","2022-09-21","19:12:00","Ewallet","4","0.48","24","Evening","Wednesday","-26.44"
"4066","WALM041","Mission","Fashion accessories","36","3","2020-08-01","18:58:00","Ewallet","9","0.48","108","Evening","Saturday","-14.12"
"4067","WALM024","Carrollton","Home and lifestyle","76","1","2020-10-01","15:10:00","Ewallet","9","0.48","76","Afternoon","Thursday","25.56"
"4068","WALM034","College Station","Fashion accessories","31","1","2021-08-12","21:00:00","Ewallet","8","0.48","31","Evening","Thursday","-19.12"
"4069","WALM019","Pasadena","Home and lifestyle","75","1","2021-12-10","20:13:00","Ewallet","6","0.48","75","Evening","Friday","24.56"
"4070","WALM007","Arlington","Fashion accessories","53","3","2023-09-23","17:54:00","Ewallet","6","0.48","159","Evening","Saturday","2.88"
"4071","WALM096","Eagle Pass","Home and lifestyle","78","2","2022-11-05","20:46:00","Ewallet","6","0.18","156","Evening","Saturday","27.56"
"4072","WALM095","Big Spring","Fashion accessories","61","3","2023-11-14","17:49:00","Ewallet","6","0.33","183","Evening","Tuesday","10.88"
"4073","WALM030","Richardson","Home and lifestyle","80","1","2021-09-20","17:31:00","Ewallet","4","0.48","80","Evening","Monday","29.56"
"4074","WALM045","Missouri City","Fashion accessories","47","1","2020-08-26","19:00:00","Credit card","4","0.48","47","Evening","Wednesday","-3.12"
"4075","WALM017","McKinney","Home and lifestyle","56","3","2021-09-22","15:57:00","Ewallet","6","0.48","168","Afternoon","Wednesday","5.56"
"4076","WALM072","Lancaster","Fashion accessories","77","1","2021-11-06","20:12:00","Ewallet","4","0.33","77","Evening","Saturday","26.88"
"4077","WALM034","College Station","Home and lifestyle","50","3","2023-10-08","19:47:00","Ewallet","7","0.48","150","Evening","Sunday","-0.44"
"4078","WALM088","Cleburne","Fashion accessories","41","1","2021-09-10","20:29:00","Ewallet","7","0.33","41","Evening","Friday","-9.12"
"4079","WALM010","Laredo","Home and lifestyle","79","3","2020-09-02","15:01:00","Ewallet","5","0.48","237","Afternoon","Wednesday","28.56"
"4080","WALM083","Farmers Branch","Fashion accessories","53","2","2023-11-15","17:23:00","Ewallet","9","0.33","106","Evening","Wednesday","2.88"
"4081","WALM015","Grand Prairie","Home and lifestyle","20","3","2020-10-28","17:07:00","Ewallet","6","0.48","60","Evening","Wednesday","-30.44"
"4082","WALM017","McKinney","Fashion accessories","63","3","2022-08-16","15:23:00","Ewallet","4","0.48","189","Afternoon","Tuesday","12.88"
"4083","WALM062","Galveston","Home and lifestyle","67","3","2021-11-18","15:20:00","Ewallet","9","0.33","201","Afternoon","Thursday","16.56"
"4084","WALM076","Huntsville","Fashion accessories","50","1","2023-09-16","19:52:00","Ewallet","8","0.33","50","Evening","Saturday","-0.12"
"4085","WALM078","Del Rio","Home and lifestyle","58","1","2023-12-26","18:13:00","Ewallet","6","0.33","58","Evening","Tuesday","7.56"
"4086","WALM044","Pharr","Fashion accessories","55","3","2020-12-17","16:11:00","Ewallet","5","0.48","165","Afternoon","Thursday","4.88"
"4087","WALM094","Alamo","Home and lifestyle","82","2","2022-12-17","15:47:00","Ewallet","7","0.33","164","Afternoon","Saturday","31.56"
"4088","WALM008","Corpus Christi","Fashion accessories","58","2","2021-08-13","15:40:00","Ewallet","5","0.48","116","Afternoon","Friday","7.88"
"4089","WALM044","Pharr","Home and lifestyle","74","1","2021-09-19","19:53:00","Ewallet","4","0.48","74","Evening","Sunday","23.56"
"4090","WALM078","Del Rio","Fashion accessories","78","2","2021-10-14","15:31:00","Ewallet","8","0.33","156","Afternoon","Thursday","27.88"
"4091","WALM049","North Richland Hills","Home and lifestyle","49","1","2023-09-13","20:31:00","Ewallet","7","0.48","49","Evening","Wednesday","-1.44"
